ref_no,title,make,model,year,mileage,engine_cc,transmission,fuel,seats,location,price_usd,total_price_usd,price_ugx,total_price_ugx,url
CB203465,2015 MAZDA CAROL,MAZDA,CAROL,2015,"86,600 km",660cc,AT,Petrol,4,Location,,,,,/mazda/carol/cb203465/id/13260854/
CB203466,2016 LEXUS NX,LEXUS,NX,2016/7,"65,768 km","2,000cc",AT,Petrol,5,Location,,,,,/lexus/nx/cb203466/id/13260855/
CB203467,2017 MITSUBISHI DELICA D2,MITSUBISHI,DELICA,2017/6,"65,146 km","1,200cc",AT,Petrol,5,Location,,,,,/mitsubishi/delica-d2/cb203467/id/13260856/
CB203468,2013 HONDA FREED,HONDA,FREED,2013/10,"55,477 km","1,500cc",AT,Petrol,6,Location,,,,,/honda/freed/cb203468/id/13260857/
CB203469,2017 TOYOTA TANK,TOYOTA,TANK,2017/11,"68,000 km","1,000cc",AT,Petrol,5,Location,,,,,/toyota/tank/cb203469/id/13260858/
CB203470,2024 SUBARU WRX S4,SUBARU,WRX,2024/6,"15,000 km","2,400cc",AT,Petrol,5,Location,,,,,/subaru/wrx-s4/cb203470/id/13260859/
CB203471,2023 LEXUS NX,LEXUS,NX,2023/3,"47,611 km","2,500cc",AT,Hybrid(Petrol),5,Location,,,,,/lexus/nx/cb203471/id/13260860/
CB203472,2014 NISSAN SERENA,NISSAN,SERENA,2014,"89,855 km","2,000cc",AT,Petrol,8,Location,,,,,/nissan/serena/cb203472/id/13260861/
CB203473,2018 HONDA N BOX,HONDA,N,2018/4,"51,675 km",660cc,AT,Petrol,4,Location,,,,,/honda/n-box/cb203473/id/13260862/
CB203474,2017 BMW MINI,BMW,MINI,2017/9,"46,262 km","2,000cc",AT,Diesel,5,Location,,,,,/bmw/mini/cb203474/id/13260863/
CB203475,2021 MERCEDES-BENZ GLS CLASS,MERCEDES-BENZ,GLS,2021/8,"42,699 km","2,900cc",AT,Diesel,7,Location,,,,,/mercedes-benz/gls-class/cb203475/id/13260864/
CB203476,1992 TOYOTA LAND CRUISER,TOYOTA,LAND,1992,"247,259 km","4,200cc",AT,Diesel,2,Location,,,,,/toyota/land-cruiser/cb203476/id/13260865/
CB203477,2014 NISSAN SERENA,NISSAN,SERENA,2014/2,"85,053 km","2,000cc",AT,Petrol,8,Location,,,,,/nissan/serena/cb203477/id/13260866/
CB203478,2015 TOYOTA VOXY,TOYOTA,VOXY,2015/7,"34,547 km","2,000cc",AT,Petrol,7,Location,,,,,/toyota/voxy/cb203478/id/13260867/
CB203479,2012 MAZDA AXELA SPORT,MAZDA,AXELA,2012/12,"93,840 km","2,300cc",MT,Petrol,5,Location,,,,,/mazda/axela-sport/cb203479/id/13260868/
CB203480,2023 LEXUS NX,LEXUS,NX,2023/9,"40,845 km","2,500cc",AT,Hybrid(Petrol),5,Location,,,,,/lexus/nx/cb203480/id/13260869/
CB203481,2022 TOYOTA RAV4,TOYOTA,RAV4,2022/4,"35,959 km","2,000cc",AT,Petrol,5,Location,,,,,/toyota/rav4/cb203481/id/13260870/
CB203482,2014 TOYOTA CROWN HYBRID,TOYOTA,CROWN,2014/2,"104,019 km","2,500cc",AT,Petrol,5,Location,,,,,/toyota/crown-hybrid/cb203482/id/13260871/
CB203483,2024 TOYOTA YARIS CROSS,TOYOTA,YARIS,2024/6,"26,911 km","1,500cc",AT,Petrol,5,Location,,,,,/toyota/yaris-cross/cb203483/id/13260872/
CB203484,2018 LEXUS LS,LEXUS,LS,2018/4,"50,339 km","3,500cc",AT,Hybrid(Petrol),5,Location,,,,,/lexus/ls/cb203484/id/13260873/
CB203485,2018 TOYOTA LAND CRUISER PRADO,TOYOTA,LAND,2018/3,"49,251 km","2,700cc",AT,Petrol,7,Location,,,,,/toyota/land-cruiser-prado/cb203485/id/13260874/
CB203486,2021 FIAT 500,FIAT,500,2021/8,"17,000 km","1,200cc",AT,Petrol,4,Location,,,,,/fiat/500/cb203486/id/13260875/
CB203487,2024 TOYOTA HIACE VAN,TOYOTA,HIACE,2024/5,"15,765 km","2,000cc",AT,Petrol,2,Location,,,,,/toyota/hiace-van/cb203487/id/13260876/
CB203488,2024 NISSAN SERENA,NISSAN,SERENA,2024/9,"12,100 km","2,000cc",AT,Petrol,8,Location,,,,,/nissan/serena/cb203488/id/13260877/
CB203489,"2017 NISSAN NOTE
                                 ETC",NISSAN,NOTE,2017,"47,993 km","1,200cc",AT,Petrol,5,Location,,,,,/nissan/note/cb203489/id/13260878/
CB203490,2025 HONDA CIVIC,HONDA,CIVIC,2025/3,383 km,"2,000cc",AT,Petrol,4,Location,,,,,/honda/civic/cb203490/id/13260879/
CB203491,2020 HONDA LEGEND,HONDA,LEGEND,2020/5,"82,072 km","3,500cc",AT,Hybrid(Petrol),5,Location,,,,,/honda/legend/cb203491/id/13260880/
CB203492,2019 HONDA STEP WGN,HONDA,STEP,2019/6,"51,813 km","2,000cc",AT,Hybrid(Petrol),7,Location,,,,,/honda/step-wgn/cb203492/id/13260881/
CB203493,2021 TOYOTA RAV4,TOYOTA,RAV4,2021/1,"52,986 km","2,500cc",AT,Petrol,5,Location,,,,,/toyota/rav4/cb203493/id/13260882/
CB203494,2014 LEXUS IS,LEXUS,IS,2014/8,"66,091 km","2,500cc",AT,Petrol,5,Location,,,,,/lexus/is/cb203494/id/13260883/
CB203495,"2017 NISSAN NOTE
                                 1.2E-POWERX",NISSAN,NOTE,2017,"61,000 km","1,200cc",AT,Hybrid(Petrol),5,Location,,,,,/nissan/note/cb203495/id/13260884/
CB203496,2019 SUZUKI SPACIA,SUZUKI,SPACIA,2019/6,"69,896 km",660cc,AT,Hybrid(Petrol),4,Location,,,,,/suzuki/spacia/cb203496/id/13260885/
CB203497,2019 HONDA FREED HYBRID,HONDA,FREED,2019/7,"48,082 km","1,500cc",AT,Hybrid(Petrol),6,Location,,,,,/honda/freed-hybrid/cb203497/id/13260886/
CB203498,2019 TOYOTA PRIUS,TOYOTA,PRIUS,2019/3,"77,434 km","1,800cc",AT,Petrol,5,Location,,,,,/toyota/prius/cb203498/id/13260887/
CB203499,2014 TOYOTA AQUA,TOYOTA,AQUA,2014/3,"51,660 km","1,500cc",AT,Petrol,5,Location,,,,,/toyota/aqua/cb203499/id/13260888/
CB203500,2015 MAZDA DEMIO,MAZDA,DEMIO,2015/9,"45,747 km","1,300cc",AT,Petrol,5,Location,,,,,/mazda/demio/cb203500/id/13260889/
CB203501,2017 MERCEDES-BENZ CLA-CLASS,MERCEDES-BENZ,CLA-CLASS,2017/6,"48,552 km","1,600cc",AT,Petrol,5,Location,,,,,/mercedes-benz/cla-class/cb203501/id/13260890/
CB203502,2009 TOYOTA COROLLA FIELDER,TOYOTA,COROLLA,2009/3,"123,611 km","1,800cc",AT,Petrol,5,Location,,,,,/toyota/corolla-fielder/cb203502/id/13260891/
CB203503,2018 LEXUS RX,LEXUS,RX,2018/9,"67,787 km","2,000cc",AT,Petrol,5,Location,,,,,/lexus/rx/cb203503/id/13260892/
CB203504,2015 NISSAN NOTE,NISSAN,NOTE,2015/5,"73,450 km","1,200cc",AT,Petrol,5,Location,,,,,/nissan/note/cb203504/id/13260893/
CB203505,2011 TOYOTA SIENTA,TOYOTA,SIENTA,2011/8,"97,329 km","1,500cc",AT,Petrol,7,Location,,,,,/toyota/sienta/cb203505/id/13260894/
CB203506,2020 TOYOTA VOXY,TOYOTA,VOXY,2020/7,"52,131 km","2,000cc",AT,Petrol,8,Location,,,,,/toyota/voxy/cb203506/id/13260895/
CB203507,2011 HONDA FIT HYBRID,HONDA,FIT,2011/5,"147,293 km","1,300cc",AT,Petrol,5,Location,,,,,/honda/fit-hybrid/cb203507/id/13260896/
CB203508,2012 TOYOTA PIXIS EPOCH,TOYOTA,PIXIS,2012/11,"144,624 km",660cc,AT,Petrol,4,Location,,,,,/toyota/pixis-epoch/cb203508/id/13260897/
CB203509,2019 NISSAN SERENA,NISSAN,SERENA,2019/3,"65,424 km","1,200cc",AT,Hybrid(Petrol),7,Location,,,,,/nissan/serena/cb203509/id/13260898/
CB203510,2018 HONDA N BOX,HONDA,N,2018/7,"74,827 km",660cc,AT,Petrol,4,Location,,,,,/honda/n-box/cb203510/id/13260899/
CB203511,"2017 NISSAN NOTE
                                 1.2E-POWERNISMO",NISSAN,NOTE,2017,"46,000 km","1,200cc",AT,Petrol,5,Location,,,,,/nissan/note/cb203511/id/13260900/
CB203512,2009 NISSAN KIX,NISSAN,KIX,2009/2,"124,222 km",660cc,AT,Petrol,4,Location,,,,,/nissan/kix/cb203512/id/13260901/
CB203513,2015 TOYOTA AQUA,TOYOTA,AQUA,2015/3,"68,003 km","1,500cc",AT,Hybrid(Petrol),5,Location,,,,,/toyota/aqua/cb203513/id/13260902/
CB203514,2018 HONDA VEZEL,HONDA,VEZEL,2018/10,"64,050 km","1,500cc",AT,Petrol,5,Location,,,,,/honda/vezel/cb203514/id/13260903/
CB203515,2014 DAIHATSU MIRA ES,DAIHATSU,MIRA,2014/6,"75,881 km",660cc,AT,Petrol,4,Location,,,,,/daihatsu/mira-es/cb203515/id/13260904/
CB203516,2017 HONDA N BOX,HONDA,N,2017/8,"80,985 km",660cc,AT,Petrol,4,Location,,,,,/honda/n-box/cb203516/id/13260905/
CB203517,2017 NISSAN NOTE,NISSAN,NOTE,2017,"12,957 km","1,200cc",AT,Petrol,5,Location,,,,,/nissan/note/cb203517/id/13260906/
CB203518,2022 TOYOTA COROLLA CROSS,TOYOTA,COROLLA,2022/5,"52,069 km","1,800cc",AT,Petrol,5,Location,,,,,/toyota/corolla-cross/cb203518/id/13260907/
CB203519,2019 NISSAN DAYZ,NISSAN,DAYZ,2019/11,"11,378 km",660cc,AT,Petrol,4,Location,,,,,/nissan/dayz/cb203519/id/13260908/
CB203520,2019 TOYOTA ROOMY,TOYOTA,ROOMY,2019/1,"58,000 km","1,000cc",AT,Petrol,5,Location,,,,,/toyota/roomy/cb203520/id/13260909/
CB203521,2015 SUZUKI WAGON R,SUZUKI,WAGON,2015/2,"6,468 km",660cc,AT,Petrol,4,Location,,,,,/suzuki/wagon-r/cb203521/id/13260910/
CB203522,2022 HONDA STEP WGN,HONDA,STEP,2022/6,"27,583 km","2,000cc",AT,Hybrid(Petrol),7,Location,,,,,/honda/step-wgn/cb203522/id/13260911/
CB203523,2016 NISSAN NOTE,NISSAN,NOTE,2016/12,"12,571 km","1,200cc",AT,Petrol,5,Location,,,,,/nissan/note/cb203523/id/13260912/
CB203524,2021 TOYOTA RAV4 PHV,TOYOTA,RAV4,2021/9,"49,802 km","2,500cc",AT,Hybrid(Petrol),5,Location,,,,,/toyota/rav4-phv/cb203524/id/13260913/
CB203525,2017 HONDA N-WGN,HONDA,N-WGN,2017/1,"43,802 km",660cc,AT,Petrol,4,Location,,,,,/honda/n-wgn/cb203525/id/13260914/
CB203526,2015 HONDA N BOX,HONDA,N,2015/12,"86,344 km",660cc,AT,Petrol,4,Location,,,,,/honda/n-box/cb203526/id/13260915/
CB203527,2021 TOYOTA YARIS CROSS,TOYOTA,YARIS,2021/5,"33,849 km","1,500cc",AT,Hybrid(Petrol),5,Location,,,,,/toyota/yaris-cross/cb203527/id/13260916/
CB203528,2014 SUBARU IMPREZA XV,SUBARU,IMPREZA,2014/11,"43,461 km","2,000cc",AT,Petrol,5,Location,,,,,/subaru/impreza-xv/cb203528/id/13260917/
CB203529,2020 SUZUKI SPACIA,SUZUKI,SPACIA,2020/9,"23,916 km",660cc,AT,Petrol,4,Location,,,,,/suzuki/spacia/cb203529/id/13260918/
CB203530,2023 TOYOTA PRIUS,TOYOTA,PRIUS,2023/4,"33,076 km","2,000cc",AT,Hybrid(Petrol),5,Location,,,,,/toyota/prius/cb203530/id/13260919/
CB203531,2014 HONDA ODYSSEY,HONDA,ODYSSEY,2014/12,"67,285 km","2,400cc",AT,Petrol,7,Location,,,,,/honda/odyssey/cb203531/id/13260920/
CB203532,2014 TOYOTA PRIUS,TOYOTA,PRIUS,2014/3,"58,033 km","1,800cc",AT,Hybrid(Petrol),5,Location,,,,,/toyota/prius/cb203532/id/13260921/
CB203533,2023 HONDA VEZEL,HONDA,VEZEL,2023/9,"28,864 km","1,500cc",AT,Petrol,5,Location,,,,,/honda/vezel/cb203533/id/13260922/
CB203534,2024 LEXUS RX,LEXUS,RX,2024/2,"10,709 km","2,500cc",AT,Petrol,5,Location,,,,,/lexus/rx/cb203534/id/13260923/
CB203535,2022 TOYOTA VOXY HYBRID,TOYOTA,VOXY,2022/5,"42,955 km","1,800cc",AT,Petrol,7,Location,,,,,/toyota/voxy-hybrid/cb203535/id/13260924/
CB203536,2017 HONDA N BOX SLASH,HONDA,N,2017/2,"75,364 km",660cc,AT,Petrol,4,Location,,,,,/honda/n-box-slash/cb203536/id/13260925/
CB203537,2022 MAZDA CX-30,MAZDA,CX-30,2022/4,"43,563 km","2,000cc",AT,Petrol,5,Location,,,,,/mazda/cx-30/cb203537/id/13260926/
CB203538,2019 TOYOTA ALPHARD,TOYOTA,ALPHARD,2019/8,"70,365 km","2,500cc",AT,Petrol,8,Location,,,,,/toyota/alphard/cb203538/id/13260927/
CB203539,2024 NISSAN AURA,NISSAN,AURA,2024/6,"1,416 km","1,200cc",AT,Petrol,5,Location,,,,,/nissan/aura/cb203539/id/13260928/
CB203540,2023 LEXUS UX,LEXUS,UX,2023/1,"16,069 km","2,000cc",AT,Petrol,5,Location,,,,,/lexus/ux/cb203540/id/13260929/
CB203541,2022 MITSUBISHI DELICA D5,MITSUBISHI,DELICA,2022/1,"32,717 km","2,300cc",AT,Diesel,7,Location,,,,,/mitsubishi/delica-d5/cb203541/id/13260930/
CB203542,2016 TOYOTA SIENTA,TOYOTA,SIENTA,2016/6,"30,000 km","1,500cc",AT,Petrol,6,Location,,,,,/toyota/sienta/cb203542/id/13260931/
CB203543,2021 PEUGEOT 3008,PEUGEOT,3008,2021/10,"21,396 km","1,600cc",AT,Hybrid(Petrol),5,Location,,,,,/peugeot/3008/cb203543/id/13260932/
CB203544,"2020 NISSAN NOTE
                                 B",NISSAN,NOTE,2020,"52,000 km","1,200cc",AT,Hybrid(Petrol),5,Location,,,,,/nissan/note/cb203544/id/13260933/
CB203545,2018 HONDA N BOX,HONDA,N,2018/5,"56,701 km",660cc,AT,Petrol,4,Location,,,,,/honda/n-box/cb203545/id/13260934/
CB203546,2019 LEXUS UX,LEXUS,UX,2019/4,"70,913 km","2,000cc",AT,Petrol,5,Location,,,,,/lexus/ux/cb203546/id/13260935/
CB203547,2017 HONDA N BOX,HONDA,N,2017/1,"16,822 km",660cc,AT,Petrol,4,Location,,,,,/honda/n-box/cb203547/id/13260936/
CB203548,2024 SUZUKI SPACIA,SUZUKI,SPACIA,2024/12,"5,502 km",660cc,AT,Hybrid(Petrol),4,Location,,,,,/suzuki/spacia/cb203548/id/13260937/
CB203549,2025 TOYOTA VOXY HYBRID,TOYOTA,VOXY,2025/4,"15,263 km","1,800cc",AT,Hybrid(Petrol),7,Location,,,,,/toyota/voxy-hybrid/cb203549/id/13260938/
CB203550,2025 TOYOTA VOXY HYBRID,TOYOTA,VOXY,2025/4,"12,577 km","1,800cc",AT,Hybrid(Petrol),7,Location,,,,,/toyota/voxy-hybrid/cb203550/id/13260939/
CB203551,2025 TOYOTA VOXY HYBRID,TOYOTA,VOXY,2025/4,"16,636 km","1,800cc",AT,Hybrid(Petrol),7,Location,,,,,/toyota/voxy-hybrid/cb203551/id/13260940/
CB203552,2016 TOYOTA PRIUS,TOYOTA,PRIUS,2016/8,"46,152 km","1,800cc",AT,Hybrid(Petrol),5,Location,,,,,/toyota/prius/cb203552/id/13260941/
CB203553,2012 MAZDA CX-5,MAZDA,CX-5,2012/9,"88,980 km","2,200cc",AT,Diesel,5,Location,,,,,/mazda/cx-5/cb203553/id/13260942/
CB203554,2023 MAZDA BONGO VAN,MAZDA,BONGO,2023/10,"21,226 km","1,500cc",AT,Petrol,5,Location,,,,,/mazda/bongo-van/cb203554/id/13260943/
CB203555,2020 MERCEDES-BENZ G-CLASS,MERCEDES-BENZ,G-CLASS,2020/12,"52,767 km","3,000cc",AT,Diesel,5,Location,,,,,/mercedes-benz/g-class/cb203555/id/13260944/
CB203556,2015 HONDA N-WGN,HONDA,N-WGN,2015/3,"80,985 km",660cc,AT,Petrol,4,Location,,,,,/honda/n-wgn/cb203556/id/13260945/
CB203557,2024 BMW MINI,BMW,MINI,2024/9,"8,111 km","1,500cc",AT,Petrol,4,Location,,,,,/bmw/mini/cb203557/id/13260946/
CB203558,2017 NISSAN SERENA,NISSAN,SERENA,2017/9,"74,757 km","2,000cc",AT,Hybrid(Petrol),8,Location,,,,,/nissan/serena/cb203558/id/13260947/
CB203559,2024 TOYOTA VOXY,TOYOTA,VOXY,2024/10,"5,942 km","2,000cc",AT,Petrol,7,Location,,,,,/toyota/voxy/cb203559/id/13260948/
CB203560,2018 DAIHATSU MOVE CANBUS,DAIHATSU,MOVE,2018/8,"30,000 km",660cc,AT,Petrol,4,Location,,,,,/daihatsu/move-canbus/cb203560/id/13260949/
CB203561,2017 HONDA N BOX,HONDA,N,2017/10,"85,614 km",660cc,AT,Petrol,4,Location,,,,,/honda/n-box/cb203561/id/13260950/
CB203562,2014 DAIHATSU TANTO,DAIHATSU,TANTO,2014/5,"100,633 km",660cc,AT,Petrol,4,Location,,,,,/daihatsu/tanto/cb203562/id/13260951/
CB203563,2017 TOYOTA MARK X,TOYOTA,MARK,2017/2,"29,522 km","3,500cc",AT,Petrol,5,Location,,,,,/toyota/mark-x/cb203563/id/13260952/
CB203564,"2005 SUZUKI ALTO
                                 660XETC",SUZUKI,ALTO,2005,"78,000 km",660cc,AT,Petrol,4,Location,,,,,/suzuki/alto/cb203564/id/13260953/
CB203565,2024 TOYOTA NOAH HYBRID,TOYOTA,NOAH,2024/2,"3,924 km","1,800cc",AT,Hybrid(Petrol),7,Location,,,,,/toyota/noah-hybrid/cb203565/id/13260954/
CB203566,2025 HONDA STEP WGN,HONDA,STEP,2025/4,"4,665 km","2,000cc",AT,Hybrid(Petrol),7,Location,,,,,/honda/step-wgn/cb203566/id/13260955/
CB203567,2022 HONDA FREED HYBRID,HONDA,FREED,2022/6,"34,907 km","1,500cc",AT,Hybrid(Petrol),6,Location,,,,,/honda/freed-hybrid/cb203567/id/13260956/
CB203568,2021 TOYOTA ROOMY,TOYOTA,ROOMY,2021/10,"21,331 km","1,000cc",AT,Petrol,5,Location,,,,,/toyota/roomy/cb203568/id/13260957/
CB203569,2025 HONDA FREED,HONDA,FREED,2025/8,143 km,"1,500cc",AT,Petrol,6,Location,,,,,/honda/freed/cb203569/id/13260958/
CB203570,2017 HONDA VEZEL,HONDA,VEZEL,2017/8,"49,200 km","1,500cc",AT,Hybrid(Petrol),5,Location,,,,,/honda/vezel/cb203570/id/13260959/
CB203571,2020 TOYOTA CROWN HYBRID,TOYOTA,CROWN,2020/9,"16,175 km","2,500cc",AT,Petrol,5,Location,,,,,/toyota/crown-hybrid/cb203571/id/13260960/
CB203572,2022 HONDA STEP WGN,HONDA,STEP,2022/11,"50,000 km","2,000cc",AT,Hybrid(Petrol),7,Location,,,,,/honda/step-wgn/cb203572/id/13260961/
CB203573,2017 NISSAN NOTE,NISSAN,NOTE,2017/3,"71,208 km","1,200cc",AT,Hybrid(Petrol),5,Location,,,,,/nissan/note/cb203573/id/13260962/
CB203574,2023 TOYOTA LAND CRUISER PRADO,TOYOTA,LAND,2023/2,"17,537 km","2,700cc",AT,Petrol,7,Location,,,,,/toyota/land-cruiser-prado/cb203574/id/13260963/
CB203575,2012 LEXUS GS,LEXUS,GS,2012/7,"47,847 km","3,500cc",AT,Petrol,5,Location,,,,,/lexus/gs/cb203575/id/13260964/
CB203576,2021 SUBARU FORESTER,SUBARU,FORESTER,2021/7,"21,200 km","2,000cc",AT,Hybrid(Petrol),5,Location,,,,,/subaru/forester/cb203576/id/13260965/
CB203577,2019 TOYOTA ALPHARD,TOYOTA,ALPHARD,2019/11,"43,924 km","2,500cc",AT,Petrol,7,Location,,,,,/toyota/alphard/cb203577/id/13260966/
CB203578,2019 JEEP GRAND CHEROKEE,JEEP,GRAND,2019/9,"54,715 km","3,600cc",AT,Petrol,5,Location,,,,,/jeep/grand-cherokee/cb203578/id/13260967/
CB203579,2021 AUDI Q3,AUDI,Q3,2021/8,"34,473 km","2,000cc",AT,Diesel,5,Location,,,,,/audi/q3/cb203579/id/13260968/
CB203580,2024 BMW MINI,BMW,MINI,2024/10,"3,329 km","1,500cc",AT,Petrol,4,Location,,,,,/bmw/mini/cb203580/id/13260969/
CB203581,2019 BMW MINI,BMW,MINI,2019/6,"22,792 km","2,000cc",AT,Petrol,5,Location,,,,,/bmw/mini/cb203581/id/13260970/
CB203582,2022 JEEP RENEGADE,JEEP,RENEGADE,2022/6,"38,927 km","1,300cc",AT,Hybrid(Petrol),5,Location,,,,,/jeep/renegade/cb203582/id/13260971/
CB203583,2017 BMW MINI,BMW,MINI,2017/5,"40,104 km","2,000cc",AT,Diesel,5,Location,,,,,/bmw/mini/cb203583/id/13260975/
CB203584,2019 BMW MINI CLUBMAN,BMW,MINI,2019/2,"29,021 km","2,000cc",AT,Diesel,5,Location,,,,,/bmw/mini-clubman/cb203584/id/13260976/
CB203585,2013 TOYOTA SPADE,TOYOTA,SPADE,2013/10,"72,130 km","1,500cc",AT,Petrol,5,Location,,,,,/toyota/spade/cb203585/id/13260977/
CB203586,2020 TOYOTA PRIUS,TOYOTA,PRIUS,2020/9,"46,574 km","1,800cc",AT,Hybrid(Petrol),5,Location,,,,,/toyota/prius/cb203586/id/13260978/
CB203587,2020 TOYOTA ALPHARD,TOYOTA,ALPHARD,2020/12,"60,048 km","2,500cc",AT,Petrol,7,Location,,,,,/toyota/alphard/cb203587/id/13260979/
CB203588,2023 NISSAN X-TRAIL,NISSAN,X-TRAIL,2023/1,"23,752 km","1,500cc",AT,Hybrid(Petrol),5,Location,,,,,/nissan/x-trail/cb203588/id/13260980/
CB203589,2022 TOYOTA YARIS CROSS,TOYOTA,YARIS,2022/8,"17,889 km","1,500cc",AT,Petrol,5,Location,,,,,/toyota/yaris-cross/cb203589/id/13260981/
CB203590,2018 SUZUKI SWIFT,SUZUKI,SWIFT,2018/11,"107,815 km","1,400cc",MT,Petrol,5,Location,,,,,/suzuki/swift/cb203590/id/13260982/
CB203591,2023 HONDA STEP WGN,HONDA,STEP,2023/10,"15,341 km","1,500cc",AT,Petrol,7,Location,,,,,/honda/step-wgn/cb203591/id/13260983/
CB203592,2019 SUZUKI SWIFT,SUZUKI,SWIFT,2019/2,"41,000 km","1,400cc",MT,Petrol,5,Location,,,,,/suzuki/swift/cb203592/id/13260984/
CB203593,2021 HONDA N BOX,HONDA,N,2021/2,"41,000 km",660cc,AT,Petrol,4,Location,,,,,/honda/n-box/cb203593/id/13260985/
CB203594,2020 TOYOTA TOWNACE VAN,TOYOTA,TOWNACE,2020/12,"59,885 km","1,500cc",AT,Petrol,2,Location,,,,,/toyota/townace-van/cb203594/id/13260986/
CB203595,2015 TOYOTA AQUA,TOYOTA,AQUA,2015/9,"54,782 km","1,500cc",AT,Petrol,5,Location,,,,,/toyota/aqua/cb203595/id/13260987/
CB203596,2014 MAZDA DEMIO,MAZDA,DEMIO,2014/12,"95,485 km","1,500cc",AT,Diesel,5,Location,,,,,/mazda/demio/cb203596/id/13260988/
CB203597,2015 TOYOTA VOXY,TOYOTA,VOXY,2015/11,"124,837 km","2,000cc",AT,Petrol,7,Location,,,,,/toyota/voxy/cb203597/id/13260989/
CB203598,2017 NISSAN X-TRAIL,NISSAN,X-TRAIL,2017/3,"62,611 km","2,000cc",AT,Petrol,5,Location,,,,,/nissan/x-trail/cb203598/id/13260990/
CB203599,2015 DAIHATSU WAKE,DAIHATSU,WAKE,2015/5,"67,017 km",660cc,AT,Petrol,4,Location,,,,,/daihatsu/wake/cb203599/id/13260991/
CB203600,2020 DAIHATSU MOVE,DAIHATSU,MOVE,2020/2,"64,141 km",660cc,AT,Petrol,4,Location,,,,,/daihatsu/move/cb203600/id/13260992/
CB203601,2017 DAIHATSU CAST,DAIHATSU,CAST,2017/3,"73,967 km",660cc,AT,Petrol,4,Location,,,,,/daihatsu/cast/cb203601/id/13260993/
CB203602,2012 SUZUKI ALTO,SUZUKI,ALTO,2012,"70,900 km",660cc,AT,Petrol,4,Location,,,,,/suzuki/alto/cb203602/id/13260994/
CB203603,2017 TOYOTA 86,TOYOTA,86,2017/7,"24,000 km","2,000cc",AT,Petrol,4,Location,,,,,/toyota/86/cb203603/id/13260995/
CB203604,2018 BMW MINI,BMW,MINI,2018/3,"38,395 km","1,500cc",AT,Petrol,5,Location,,,,,/bmw/mini/cb203604/id/13260996/
CB203605,2019 LAND ROVER RANGE ROVER EVOQUE,LAND,ROVER,2019/2,"62,098 km","2,000cc",AT,Diesel,5,Location,,,,,/land-rover/range-rover-evoque/cb203605/id/13260997/
CB203606,2020 NISSAN SKYLINE,NISSAN,SKYLINE,2020/4,"67,091 km","3,500cc",AT,Hybrid(Petrol),5,Location,,,,,/nissan/skyline/cb203606/id/13260998/
CB203607,"2012 SUZUKI ALTO
                                 660XBLUETOOTHTVDVDCDETC2.0",SUZUKI,ALTO,2012,"80,000 km",660cc,AT,Petrol,4,Location,,,,,/suzuki/alto/cb203607/id/13260999/
CB203608,2023 LEXUS NX,LEXUS,NX,2023/2,"15,244 km","2,500cc",AT,Petrol,5,Location,,,,,/lexus/nx/cb203608/id/13261000/
CB203609,2017 NISSAN SERENA,NISSAN,SERENA,2017/1,"88,175 km","2,000cc",AT,Hybrid(Petrol),8,Location,,,,,/nissan/serena/cb203609/id/13261001/
CB203610,2013 SUZUKI ALTO,SUZUKI,ALTO,2013,"44,825 km",660cc,AT,Petrol,4,Location,,,,,/suzuki/alto/cb203610/id/13261002/
CB203611,2017 NISSAN NOTE,NISSAN,NOTE,2017/11,"71,000 km","1,200cc",AT,Hybrid(Petrol),5,Location,,,,,/nissan/note/cb203611/id/13261003/
CB203612,2022 NISSAN SERENA,NISSAN,SERENA,2022/10,"14,814 km","1,200cc",AT,Hybrid(Petrol),7,Location,,,,,/nissan/serena/cb203612/id/13261004/
CB203613,2019 TOYOTA NOAH,TOYOTA,NOAH,2019/1,"46,593 km","2,000cc",AT,Petrol,7,Location,,,,,/toyota/noah/cb203613/id/13261005/
CB203614,2018 HONDA N BOX,HONDA,N,2018/4,"77,610 km",660cc,AT,Petrol,4,Location,,,,,/honda/n-box/cb203614/id/13261006/
CB203615,2018 TOYOTA REGIUSACE VAN,TOYOTA,REGIUSACE,2018/1,"59,742 km","2,800cc",AT,Diesel,5,Location,,,,,/toyota/regiusace-van/cb203615/id/13261007/
CB203616,2019 BMW 3 SERIES,BMW,3,2019/11,"63,288 km","2,000cc",AT,Diesel,5,Location,,,,,/bmw/3-series/cb203616/id/13261008/
CB203617,2018 BMW M4,BMW,M4,2018/7,"61,162 km","3,000cc",AT,Petrol,4,Location,,,,,/bmw/m4/cb203617/id/13261009/
CB203618,2012 SUZUKI ALTO,SUZUKI,ALTO,2012,"45,000 km",660cc,AT,Petrol,4,Location,,,,,/suzuki/alto/cb203618/id/13261010/
CB203619,2022 BMW Z4,BMW,Z4,2022/5,"13,561 km","3,000cc",AT,Petrol,2,Location,,,,,/bmw/z4/cb203619/id/13261011/
CB203620,2019 BMW 5 SERIES,BMW,5,2019/8,"44,153 km","2,000cc",AT,Diesel,5,Location,,,,,/bmw/5-series/cb203620/id/13261012/
CB203621,2018 DAIHATSU CAST,DAIHATSU,CAST,2018/9,"74,169 km",660cc,AT,Petrol,4,Location,,,,,/daihatsu/cast/cb203621/id/13261013/
