ref_no,title,make,model,year,mileage,engine_cc,transmission,fuel,seats,location,price_usd,total_price_usd,price_ugx,total_price_ugx,url
CA898029,"2011 HONDA FREED
                                 TVBPETC",Honda,Freed,2011,73400,1500.0,CVT,Petrol,7,Location,,,,,/honda/freed/ca898029/id/12987222/
CA032577,"2022 NISSAN NOTE
                                 1.2GFOUR4WD",Nissan,Note,2022,54000,1200.0,AT,Hybrid(Petrol),5,Location,,,,,/nissan/note/ca032577/id/12113524/
CA630942,2009 HONDA CIVIC,Honda,Civic,2009,94893,2000.0,MT,Petrol,4,Location,,,,,/honda/civic/ca630942/id/12717278/
CB110792,"2021 NISSAN NOTE
                                 1.2G",Nissan,Note,2021,17000,1200.0,AT,Hybrid(Petrol),5,Location,,,,,/nissan/note/cb110792/id/13167972/
BX755730,"2002 HONDA CIVIC
                                 6",Honda,Civic,2002,183981,2000.0,MT,Petrol,4,Location,,,,,/honda/civic/bx755730/id/10982245/
CA846201,"2015 MITSUBISHI TOWN BOX
                                 660G",Mitsubishi,Town,2015,69000,660.0,AT,Petrol,4,Location,,,,,/mitsubishi/town-box/ca846201/id/12934624/
BY165766,2022 MITSUBISHI MINICAB VAN,Mitsubishi,Minicab,2022,71693,660.0,AT,Petrol,4,Location,,,,,/mitsubishi/minicab-van/by165766/id/11311985/
CB178408,"2022 NISSAN CLIPPER VAN
                                 DXGLBETC",Nissan,Clipper,2022,5850,660.0,AT,Petrol,2,Location,,,,,/nissan/clipper-van/cb178408/id/13235850/
CA604873,2021 NISSAN CLIPPER VAN,Nissan,Clipper,2021,38200,660.0,AT,Petrol,2,Location,,,,,/nissan/clipper-van/ca604873/id/12691739/
CA630899,"2016 MAZDA CX-3
                                 XDBOSEPKG",Mazda,Cx-3,2016,133100,1500.0,AT,Diesel,5,Location,,,,,/mazda/cx-3/ca630899/id/12717234/
CB156807,1994 TOYOTA CRESTA,Toyota,Cresta,1994,246665,2000.0,MT,Petrol,ASK,Location,,,,,/toyota/cresta/cb156807/id/13214274/
CB118208,"2021 SUZUKI ALTO
                                 4WDL",Suzuki,Alto,2021,38990,660.0,AT,Petrol,4,Location,,,,,/suzuki/alto/cb118208/id/13174600/
CB167541,"2023 LEXUS NX
                                 350HFTRD",Lexus,Nx,2023,73300,2500.0,AT,Hybrid(Petrol),5,Location,,,,,/lexus/nx/cb167541/id/13225060/
CB190773,"2021 LEXUS NX
                                 300HF",Lexus,Nx,2021,58800,2500.0,AT,Hybrid(Petrol),5,Location,,,,,/lexus/nx/cb190773/id/13248725/
CB167535,"2020 TOYOTA YARIS
                                 RZJBL",Toyota,Yaris,2020,33000,1600.0,MT,Petrol,4,Location,,,,,/toyota/yaris/cb167535/id/13225054/
CB139480,"2020 NISSAN NOTE
                                 EBD",Nissan,Note,2020,32500,1200.0,AT,Hybrid(Petrol),5,Location,,,,,/nissan/note/cb139480/id/13197238/
CB097903,"2021 NISSAN DAYZ
                                 SFRCDA",Nissan,Dayz,2021,43400,660.0,AT,Petrol,4,Location,,,,,/nissan/dayz/cb097903/id/13154822/
CB118121,"2014 TOYOTA AQUA
                                 SLED",Toyota,Aqua,2014,138900,1500.0,AT,Hybrid(Petrol),5,Location,,,,,/toyota/aqua/cb118121/id/13174513/
CB178855,"2016 TOYOTA AQUA
                                 GCF",Toyota,Aqua,2016,45700,1500.0,AT,Hybrid(Petrol),5,Location,,,,,/toyota/aqua/cb178855/id/13236261/
CB097887,"2018 MAZDA CX-3
                                 XDL360",Mazda,Cx-3,2018,48900,1800.0,MT,Diesel,5,Location,,,,,/mazda/cx-3/cb097887/id/13154806/
CB118116,"2017 TOYOTA CROWN
                                 HVSSROPAW",Toyota,Crown,2017,133700,2500.0,AT,Hybrid(Petrol),5,Location,,,,,/toyota/crown/cb118116/id/13174508/
CB033633,"2017 HONDA N BOX
                                 SS",Honda,N,2017,46517,660.0,AT,Petrol,ASK,Location,,,,,/honda/n-box/cb033633/id/13089572/
CB021439,"2023 TOYOTA LAND CRUISER
                                 3.5ZX7",Toyota,Land,2023,950,3440.0,AT,Petrol,7,Location,,,,,/toyota/land-cruiser/cb021439/id/13077948/
CA926743,2021 SUZUKI EVERY,Suzuki,Every,2021,70150,660.0,AT,Petrol,4,Location,,,,,/suzuki/every/ca926743/id/13015656/
CB190738,"2020 SUZUKI EVERY WAGON
                                 PZ",Suzuki,Every,2020,60200,660.0,AT,Petrol,4,Location,,,,,/suzuki/every-wagon/cb190738/id/13248690/
CB178781,"2019 HONDA N BOX
                                 GL",Honda,N,2019,72800,660.0,AT,Petrol,4,Location,,,,,/honda/n-box/cb178781/id/13236223/
CB190735,"2017 DAIHATSU TANTO
                                 GSA3",Daihatsu,Tanto,2017,43850,660.0,AT,Petrol,4,Location,,,,,/daihatsu/tanto/cb190735/id/13248687/
CB040335,"2018 TOYOTA TANK
                                 GSA3B",Toyota,Tank,2018,82500,660.0,AT,Petrol,4,Location,,,,,/toyota/tank/cb040335/id/13096305/
CB083154,"2015 MITSUBISHI EK WAGON
                                 M4WDAETC",Mitsubishi,Ek,2015,38080,660.0,AT,Petrol,4,Location,,,,,/mitsubishi/ek-wagon/cb083154/id/13140506/
CB033179,"2018 TOYOTA HILUX
                                 Z4WD",Toyota,Hilux,2018,96200,2400.0,AT,Diesel,5,Location,,,,,/toyota/hilux/cb033179/id/13089118/
CB040332,"2015 TOYOTA VITZ
                                 B",Toyota,Vitz,2015,17850,1000.0,AT,Petrol,5,Location,,,,,/toyota/vitz/cb040332/id/13096302/
CB040312,"2016 HONDA N-WGN
                                 GHIDA",Honda,N-Wgn,2016,42730,660.0,AT,Petrol,4,Location,,,,,/honda/n-wgn/cb040312/id/13096282/
CA806883,"2016 NISSAN DAYZ ROOX
                                 X",Nissan,Dayz,2016,63780,660.0,AT,Petrol,4,Location,,,,,/nissan/dayz-roox/ca806883/id/12895993/
CB139438,"2021 TOYOTA AQUA
                                 SLED",Toyota,Aqua,2021,44100,1500.0,AT,Hybrid(Petrol),5,Location,,,,,/toyota/aqua/cb139438/id/13197196/
CA700662,"2001 MITSUBISHI LEGNUM
                                 2.5VR-4S4WD",Mitsubishi,Legnum,2001,78500,2500.0,MT,Petrol,5,Location,,,,,/mitsubishi/legnum/ca700662/id/12788787/
CA670004,"2024 MITSUBISHI DELICA MINI
                                 660T4WD",Mitsubishi,Delica,2024,10000,660.0,CVT,Hybrid(Petrol),4,Location,,,,,/mitsubishi/delica-mini/ca670004/id/12757032/
CA700387,"2018 TOYOTA AQUA
                                 GB",Toyota,Aqua,2018,85900,1500.0,AT,Hybrid(Petrol),5,Location,,,,,/toyota/aqua/ca700387/id/12788512/
CB040292,"2014 HONDA FIT
                                 13GLA",Honda,Fit,2014,37650,1300.0,AT,Petrol,5,Location,,,,,/honda/fit/cb040292/id/13096262/
CA649078,"2015 HONDA N BOX
                                 660GL4WD",Honda,N,2015,79000,660.0,CVT,Petrol,4,Location,,,,,/honda/n-box/ca649078/id/12736939/
CA567340,"2017 SUZUKI SPACIA
                                 GBETC",Suzuki,Spacia,2017,57300,660.0,AT,Hybrid(Petrol),4,Location,,,,,/suzuki/spacia/ca567340/id/12654228/
CA951865,2021 SUZUKI EVERY WAGON,Suzuki,Every,2021,51147,660.0,AT,Petrol,4,Location,,,,,/suzuki/every-wagon/ca951865/id/13042118/
CA639448,"2017 DAIHATSU TANTO
                                 XSA3",Daihatsu,Tanto,2017,33000,660.0,AT,Petrol,4,Location,,,,,/daihatsu/tanto/ca639448/id/12726883/
CA926707,"2018 SUZUKI SWIFT
                                 XGETC",Suzuki,Swift,2018,36200,1200.0,AT,Petrol,5,Location,,,,,/suzuki/swift/ca926707/id/13015620/
CA926706,"2018 DAIHATSU TANTO
                                 XBT",Daihatsu,Tanto,2018,32420,660.0,AT,Petrol,4,Location,,,,,/daihatsu/tanto/ca926706/id/13015619/
CA926701,"2020 TOYOTA ROOMY
                                 XB",Toyota,Roomy,2020,89730,1000.0,AT,Petrol,5,Location,,,,,/toyota/roomy/ca926701/id/13015614/
CB040287,"2015 DAIHATSU TANTO
                                 XSA//BT/DVD",Daihatsu,Tanto,2015,85200,660.0,AT,Petrol,4,Location,,,,,/daihatsu/tanto/cb040287/id/13096257/
CA389960,"2016 TOYOTA PRIUS
                                 1.8S19AW9LED",Toyota,Prius,2016,59100,1800.0,CVT,Hybrid(Petrol),5,Location,,,,,/toyota/prius/ca389960/id/12474319/
CA567093,"2021 SUZUKI SPACIA
                                 XZS",Suzuki,Spacia,2021,42680,660.0,AT,Hybrid(Petrol),4,Location,,,,,/suzuki/spacia/ca567093/id/12653981/
CA776434,"2020 SUBARU IMPREZA SPORTS
                                 1.6I-LPA",Subaru,Impreza,2020,49550,1600.0,AT,Petrol,5,Location,,,,,/subaru/impreza-sports/ca776434/id/12865235/
CA547654,"2014 TOYOTA AQUA
                                 S",Toyota,Aqua,2014,74100,1500.0,CVT,Hybrid(Petrol),ASK,Location,,,,,/toyota/aqua/ca547654/id/12633406/
CA397159,"2014 DAIHATSU MIRA COCOA
                                 LETC",Daihatsu,Mira,2014,48300,660.0,AT,Petrol,4,Location,,,,,/daihatsu/mira-cocoa/ca397159/id/12481415/
CA691161,"2007 HONDA CROSSROAD
                                 2.020X",Honda,Crossroad,2007,158000,2000.0,AT,Petrol,7,Location,,,,,/honda/crossroad/ca691161/id/12778191/
CA707531,2021 SUZUKI EVERY,Suzuki,Every,2021,36200,660.0,AT,Petrol,2,Location,,,,,/suzuki/every/ca707531/id/12795982/
CB202752,"2018 NISSAN DAYZ ROOX
                                 660XG",Nissan,Dayz,2018,51000,660.0,CVT,Petrol,4,Location,,,,,/nissan/dayz-roox/cb202752/id/13260140/
CB202753,"2018 SUZUKI EVERY WAGON
                                 PZ",Suzuki,Every,2018,57400,660.0,AT,Petrol,4,Location,,,,,/suzuki/every-wagon/cb202753/id/13260141/
CB202755,"2014 MITSUBISHI EK SPACE
                                 4WDG",Mitsubishi,Ek,2014,53400,660.0,CVT,Petrol,4,Location,,,,,/mitsubishi/ek-space/cb202755/id/13260143/
CB202759,"2020 HONDA FIT
                                 1.5EHEV",Honda,Fit,2020,70000,1500.0,AT,Hybrid(Petrol),5,Location,,,,,/honda/fit/cb202759/id/13260147/
CB202761,"2020 MAZDA CX-3
                                 20S",Mazda,Cx-3,2020,45050,2000.0,AT,Petrol,5,Location,,,,,/mazda/cx-3/cb202761/id/13260149/
CB202762,"2018 MAZDA CX-8
                                 2.2XDL",Mazda,Cx-8,2018,37938,2200.0,AT,Diesel,7,Location,,,,,/mazda/cx-8/cb202762/id/13260150/
CB202765,"2013 HONDA FIT
                                 1.5RS",Honda,Fit,2013,7370,1500.0,CVT,Petrol,5,Location,,,,,/honda/fit/cb202765/id/13260153/
CB202767,"2020 NISSAN SERENA
                                 1.2E-POWERV",Nissan,Serena,2020,45000,1200.0,AT,Hybrid(Petrol),7,Location,,,,,/nissan/serena/cb202767/id/13260155/
CB202768,"2018 SUZUKI SWIFT
                                 XGLED",Suzuki,Swift,2018,40200,1200.0,AT,Petrol,5,Location,,,,,/suzuki/swift/cb202768/id/13260156/
CB202769,"2014 DAIHATSU HIJET TRUCK
                                 6603",Daihatsu,Hijet,2014,38000,660.0,MT,Petrol,2,Location,,,,,/daihatsu/hijet-truck/cb202769/id/13260157/
CB202770,"2021 SUBARU LEVORG
                                 STIEX",Subaru,Levorg,2021,23892,1800.0,CVT,Petrol,5,Location,,,,,/subaru/levorg/cb202770/id/13260158/
CB202774,"2014 DAIHATSU TANTO
                                 XSA",Daihatsu,Tanto,2014,29268,660.0,AT,Petrol,ASK,Location,,,,,/daihatsu/tanto/cb202774/id/13260162/
CB202776,2020 HONDA N-ONE,Honda,N-One,2020,43500,660.0,AT,Petrol,4,Location,,,,,/honda/n-one/cb202776/id/13260164/
CB202778,"2016 SUZUKI WAGON R
                                 660FX",Suzuki,Wagon,2016,29950,660.0,MT,Petrol,4,Location,,,,,/suzuki/wagon-r/cb202778/id/13260166/
CB202779,"2014 HONDA N-WGN
                                 GACTBAHID14AW",Honda,N-Wgn,2014,73950,660.0,AT,Petrol,4,Location,,,,,/honda/n-wgn/cb202779/id/13260167/
CB202780,"2021 NISSAN ROOX
                                 X",Nissan,Roox,2021,34400,660.0,AT,Hybrid(Petrol),4,Location,,,,,/nissan/roox/cb202780/id/13260168/
CB202781,"2022 TOYOTA HARRIER
                                 G4WDSP",Toyota,Harrier,2022,58500,2000.0,AT,Petrol,5,Location,,,,,/toyota/harrier/cb202781/id/13260169/
CB202782,"2016 TOYOTA ROOMY
                                 GSSA2",Toyota,Roomy,2016,41600,1000.0,AT,Petrol,5,Location,,,,,/toyota/roomy/cb202782/id/13260170/
CB202786,"2020 TOYOTA ROOMY
                                 G",Toyota,Roomy,2020,20500,1000.0,AT,Petrol,5,Location,,,,,/toyota/roomy/cb202786/id/13260174/
CB202789,"2021 SUZUKI SOLIO
                                 GB",Suzuki,Solio,2021,71950,1200.0,AT,Petrol,5,Location,,,,,/suzuki/solio/cb202789/id/13260177/
CB202790,"2020 DAIHATSU TANTO
                                 XB",Daihatsu,Tanto,2020,50000,660.0,AT,Petrol,4,Location,,,,,/daihatsu/tanto/cb202790/id/13260178/
CB202791,"2013 DAIHATSU TANTO
                                 G",Daihatsu,Tanto,2013,148900,660.0,AT,Petrol,4,Location,,,,,/daihatsu/tanto/cb202791/id/13260179/
CB202792,"2018 MITSUBISHI EK SPACE
                                 TED",Mitsubishi,Ek,2018,24900,660.0,AT,Petrol,4,Location,,,,,/mitsubishi/ek-space/cb202792/id/13260180/
CB202793,"2024 DAIHATSU MIRA ES
                                 LSA3A",Daihatsu,Mira,2024,2800,660.0,AT,Petrol,4,Location,,,,,/daihatsu/mira-es/cb202793/id/13260181/
CB202794,"2020 DAIHATSU TANTO
                                 RSM",Daihatsu,Tanto,2020,28000,660.0,AT,Petrol,4,Location,,,,,/daihatsu/tanto/cb202794/id/13260182/
CB202796,"2015 DAIHATSU TANTO
                                 RSEDSA",Daihatsu,Tanto,2015,44550,660.0,AT,Petrol,4,Location,,,,,/daihatsu/tanto/cb202796/id/13260184/
CB202797,"2017 SUZUKI EVERY WAGON
                                 PZRBSHID",Suzuki,Every,2017,72200,660.0,AT,Petrol,4,Location,,,,,/suzuki/every-wagon/cb202797/id/13260185/
CB202798,"2023 HONDA N BOX
                                 L",Honda,N,2023,33200,660.0,AT,Petrol,4,Location,,,,,/honda/n-box/cb202798/id/13260186/
CB202800,"2016 DAIHATSU MOVE
                                 L",Daihatsu,Move,2016,27950,660.0,AT,Petrol,4,Location,,,,,/daihatsu/move/cb202800/id/13260188/
CB202801,"2020 NISSAN NOTE
                                 EXB",Nissan,Note,2020,41530,1200.0,AT,Hybrid(Petrol),5,Location,,,,,/nissan/note/cb202801/id/13260189/
CB202802,"2024 SUZUKI SPACIA
                                 XSA",Suzuki,Spacia,2024,9550,660.0,AT,Hybrid(Petrol),4,Location,,,,,/suzuki/spacia/cb202802/id/13260190/
CB202803,"2020 DAIHATSU THOR
                                 GSA9",Daihatsu,Thor,2020,36100,1000.0,AT,Petrol,5,Location,,,,,/daihatsu/thor/cb202803/id/13260191/
CB202809,"2010 HONDA FREED SPIKE
                                 G2WD",Honda,Freed,2010,80521,1496.0,AT,Petrol,ASK,Location,,,,,/honda/freed-spike/cb202809/id/13260197/
CB202810,"2010 TOYOTA ISIS
                                 LG",Toyota,Isis,2010,185000,2000.0,AT,Petrol,ASK,Location,,,,,/toyota/isis/cb202810/id/13260198/
CB202811,"2019 MAZDA AXELA SPORT
                                 15XD",Mazda,Axela,2019,75104,1500.0,AT,Petrol,5,Location,,,,,/mazda/axela-sport/cb202811/id/13260199/
CB202812,"2024 SUZUKI EVERY
                                 JOIN",Suzuki,Every,2024,18,660.0,AT,Petrol,ASK,Location,,,,,/suzuki/every/cb202812/id/13260200/
CB202813,"2015 TOYOTA SPADE
                                 1.5F4WDTVBLUETOO",Toyota,Spade,2015,94940,1500.0,CVT,Petrol,5,Location,,,,,/toyota/spade/cb202813/id/13260201/
CB202815,"2017 TOYOTA VOXY
                                 2.0ZS7",Toyota,Voxy,2017,71280,2000.0,CVT,Petrol,7,Location,,,,,/toyota/voxy/cb202815/id/13260203/
CB202816,"2025 SUZUKI JIMNY
                                 660XC4WD",Suzuki,Jimny,2025,6,660.0,MT,Petrol,4,Location,,,,,/suzuki/jimny/cb202816/id/13260204/
CB202817,"2017 SUZUKI SPACIA
                                 660G4WD",Suzuki,Spacia,2017,200708,660.0,CVT,Hybrid(Petrol),4,Location,,,,,/suzuki/spacia/cb202817/id/13260205/
CB202818,2013 HONDA FREED SPIKE,Honda,Freed,2013,57000,1500.0,AT,Petrol,ASK,Location,,,,,/honda/freed-spike/cb202818/id/13260206/
CB202819,"2014 TOYOTA ISIS
                                 L",Toyota,Isis,2014,76000,1800.0,AT,Petrol,ASK,Location,,,,,/toyota/isis/cb202819/id/13260207/
CB202820,"2018 MERCEDES-BENZ B-CLASS
                                 B180PKG",Mercedes-Benz,B-Class,2018,17000,1600.0,AT,Petrol,ASK,Location,,,,,/mercedes-benz/b-class/cb202820/id/13260208/
CB202821,"2015 VOLVO XC60
                                 T5",Volvo,Xc60,2015,57000,2000.0,AT,Petrol,ASK,Location,,,,,/volvo/xc60/cb202821/id/13260209/
CB202822,"2016 SUZUKI ALTO
                                 RS",Suzuki,Alto,2016,61400,660.0,AT,Petrol,ASK,Location,,,,,/suzuki/alto/cb202822/id/13260210/
CB202823,"2017 DAIHATSU MOVE CANBUS
                                 L",Daihatsu,Move,2017,18172,660.0,AT,Petrol,ASK,Location,,,,,/daihatsu/move-canbus/cb202823/id/13260211/
CB202824,2005 NISSAN CONDOR,Nissan,Condor,2005,117700,4700.0,MT,Diesel,ASK,Location,,,,,/nissan/condor/cb202824/id/13260212/
CB202825,"2020 DAIHATSU MIRA ES
                                 4WDL",Daihatsu,Mira,2020,43800,660.0,AT,Petrol,ASK,Location,,,,,/daihatsu/mira-es/cb202825/id/13260213/
CB202826,"2020 HONDA N BOX
                                 4WDGL",Honda,N,2020,58800,660.0,AT,Petrol,ASK,Location,,,,,/honda/n-box/cb202826/id/13260214/
CB202827,"2016 MAZDA FLAIR CROSSOVER
                                 4WDXT",Mazda,Flair,2016,63800,660.0,AT,Petrol,ASK,Location,,,,,/mazda/flair-crossover/cb202827/id/13260215/
CB202828,"2018 HONDA N BOX
                                 4WDGL",Honda,N,2018,54400,660.0,AT,Petrol,ASK,Location,,,,,/honda/n-box/cb202828/id/13260216/
CB202829,"2014 NISSAN DAYZ ROOX
                                 4WDX",Nissan,Dayz,2014,61200,660.0,AT,Petrol,ASK,Location,,,,,/nissan/dayz-roox/cb202829/id/13260217/
CB202830,"2025 TOYOTA RAIZE
                                 4WDZ",Toyota,Raize,2025,4,1000.0,CVT,Petrol,5,Location,,,,,/toyota/raize/cb202830/id/13260218/
CB202831,"2017 SUZUKI WAGON R
                                 FZ",Suzuki,Wagon,2017,36615,660.0,AT,Petrol,ASK,Location,,,,,/suzuki/wagon-r/cb202831/id/13260219/
CB202832,"2016 SUZUKI HUSTLER
                                 4WDG",Suzuki,Hustler,2016,72859,660.0,AT,Petrol,ASK,Location,,,,,/suzuki/hustler/cb202832/id/13260220/
CB202833,2010 NISSAN ELGRAND,Nissan,Elgrand,2010,89000,2500.0,AT,Petrol,ASK,Location,,,,,/nissan/elgrand/cb202833/id/13260221/
CB202834,"2002 TOYOTA SOARER
                                 430SCVED",Toyota,Soarer,2002,106000,4300.0,AT,Petrol,ASK,Location,,,,,/toyota/soarer/cb202834/id/13260222/
CB202838,"2015 DAIHATSU MOVE
                                 X",Daihatsu,Move,2015,96000,660.0,AT,Petrol,ASK,Location,,,,,/daihatsu/move/cb202838/id/13260226/
CB202839,"2016 DAIHATSU MIRA
                                 X",Daihatsu,Mira,2016,16000,660.0,MT,Petrol,ASK,Location,,,,,/daihatsu/mira/cb202839/id/13260227/
CB202840,2008 MAZDA RX-8,Mazda,Rx-8,2008,81000,2000.0,MT,Petrol,ASK,Location,,,,,/mazda/rx-8/cb202840/id/13260228/
CB202841,"2012 HONDA N-ONE
                                 GL",Honda,N-One,2012,98000,660.0,AT,Petrol,ASK,Location,,,,,/honda/n-one/cb202841/id/13260229/
CB202842,"2018 DAIHATSU HIJET TRUCK
                                 4WDSAIIIT",Daihatsu,Hijet,2018,13718,660.0,AT,Petrol,ASK,Location,,,,,/daihatsu/hijet-truck/cb202842/id/13260230/
CB202843,"2018 DAIHATSU MIRA ES
                                 XSAIII",Daihatsu,Mira,2018,39000,660.0,AT,Petrol,ASK,Location,,,,,/daihatsu/mira-es/cb202843/id/13260231/
CB202844,"2014 HONDA N BOX
                                 GA2WD",Honda,N,2014,106092,660.0,AT,Petrol,ASK,Location,,,,,/honda/n-box/cb202844/id/13260232/
CB202845,"2015 HONDA N BOX
                                 GL2WD",Honda,N,2015,109749,660.0,AT,Petrol,ASK,Location,,,,,/honda/n-box/cb202845/id/13260233/
CB202846,"2020 SUZUKI SPACIA
                                 4WDXZ",Suzuki,Spacia,2020,27505,660.0,AT,Petrol,ASK,Location,,,,,/suzuki/spacia/cb202846/id/13260234/
CB202847,"2012 DAIHATSU MOVE
                                 L",Daihatsu,Move,2012,83376,660.0,AT,Petrol,ASK,Location,,,,,/daihatsu/move/cb202847/id/13260235/
CB202848,"2013 MITSUBISHI EK CUSTOM
                                 T",Mitsubishi,Ek,2013,70127,660.0,AT,Petrol,ASK,Location,,,,,/mitsubishi/ek-custom/cb202848/id/13260236/
CB202849,"2017 DAIHATSU TANTO
                                 XSAIII",Daihatsu,Tanto,2017,29800,660.0,AT,Petrol,4,Location,,,,,/daihatsu/tanto/cb202849/id/13260237/
CB202850,"2013 NISSAN MOCO
                                 X",Nissan,Moco,2013,148132,660.0,AT,Petrol,ASK,Location,,,,,/nissan/moco/cb202850/id/13260238/
CB202851,"2012 MAZDA FLAIR WAGON
                                 ISLTD",Mazda,Flair,2012,56084,660.0,AT,Petrol,ASK,Location,,,,,/mazda/flair-wagon/cb202851/id/13260239/
CB202852,"2011 DAIHATSU MOVE
                                 XLTD",Daihatsu,Move,2011,89880,660.0,AT,Petrol,ASK,Location,,,,,/daihatsu/move/cb202852/id/13260240/
CB202853,"2024 SUZUKI HUSTLER
                                 G",Suzuki,Hustler,2024,13918,660.0,AT,Petrol,ASK,Location,,,,,/suzuki/hustler/cb202853/id/13260241/
CB202854,"2019 TOYOTA PROBOX VAN
                                 4WDDX",Toyota,Probox,2019,64530,1500.0,AT,Petrol,ASK,Location,,,,,/toyota/probox-van/cb202854/id/13260242/
CB202855,"2020 SUZUKI EVERY WAGON
                                 PZ",Suzuki,Every,2020,35312,660.0,AT,Petrol,ASK,Location,,,,,/suzuki/every-wagon/cb202855/id/13260243/
CB202856,"2019 DAIHATSU BOON
                                 SAIII",Daihatsu,Boon,2019,37811,1000.0,AT,Petrol,ASK,Location,,,,,/daihatsu/boon/cb202856/id/13260244/
CB202857,"2014 DAIHATSU MOVE
                                 LSA",Daihatsu,Move,2014,49070,660.0,AT,Petrol,ASK,Location,,,,,/daihatsu/move/cb202857/id/13260245/
CB202858,"2021 SUZUKI SPACIA
                                 XZ",Suzuki,Spacia,2021,40068,660.0,AT,Petrol,ASK,Location,,,,,/suzuki/spacia/cb202858/id/13260246/
CB202859,"2016 SUZUKI HUSTLER
                                 4WD_G",Suzuki,Hustler,2016,57806,660.0,AT,Petrol,ASK,Location,,,,,/suzuki/hustler/cb202859/id/13260247/
CB202860,"2013 DAIHATSU MOVE
                                 L",Daihatsu,Move,2013,95820,660.0,AT,Petrol,ASK,Location,,,,,/daihatsu/move/cb202860/id/13260248/
CB202861,"2019 TOYOTA SUCCEED VAN
                                 1.5UL-X",Toyota,Succeed,2019,104000,1500.0,CVT,Hybrid(Petrol),5,Location,,,,,/toyota/succeed-van/cb202861/id/13260249/
CB202862,2015 HONDA N-WGN,Honda,N-Wgn,2015,51717,660.0,AT,Petrol,ASK,Location,,,,,/honda/n-wgn/cb202862/id/13260250/
CB202863,"2017 HONDA N-WGN
                                 G",Honda,N-Wgn,2017,52163,660.0,AT,Petrol,ASK,Location,,,,,/honda/n-wgn/cb202863/id/13260251/
CB202864,2011 SUZUKI WAGON R,Suzuki,Wagon,2011,64922,660.0,AT,Petrol,ASK,Location,,,,,/suzuki/wagon-r/cb202864/id/13260252/
CB202865,"2017 SUBARU IMPREZA XV
                                 2.0I-SEYESIGHTAWD",Subaru,Impreza,2017,152864,2000.0,CVT,Petrol,5,Location,,,,,/subaru/impreza-xv/cb202865/id/13260253/
CB202866,"2017 SUZUKI HUSTLER
                                 G",Suzuki,Hustler,2017,37162,660.0,AT,Petrol,ASK,Location,,,,,/suzuki/hustler/cb202866/id/13260254/
CB202867,"2024 BMW 2 SERIES
                                 218DDCT",Bmw,2,2024,11000,2000.0,AT,Diesel,5,Location,,,,,/bmw/2-series/cb202867/id/13260255/
CB202868,"2013 TOYOTA PRIUS
                                 S",Toyota,Prius,2013,63500,1800.0,CVT,Hybrid(Petrol),5,Location,,,,,/toyota/prius/cb202868/id/13260256/
CB202869,2009 TOYOTA CROWN MAJESTA,Toyota,Crown,2009,95549,4600.0,AT,Petrol,ASK,Location,,,,,/toyota/crown-majesta/cb202869/id/13260257/
CB202870,"2014 TOYOTA VELLFIRE
                                 2.4Z",Toyota,Vellfire,2014,88713,2400.0,AT,Petrol,ASK,Location,,,,,/toyota/vellfire/cb202870/id/13260258/
CB202871,2007 SUZUKI EVERY,Suzuki,Every,2007,145735,660.0,AT,Petrol,ASK,Location,,,,,/suzuki/every/cb202871/id/13260259/
CB202872,"2011 SUZUKI WAGON R
                                 FX",Suzuki,Wagon,2011,50988,660.0,MT,Petrol,ASK,Location,,,,,/suzuki/wagon-r/cb202872/id/13260260/
CB202873,"2025 SUZUKI JIMNY
                                 4WDXC",Suzuki,Jimny,2025,344,660.0,AT,Petrol,4,Location,,,,,/suzuki/jimny/cb202873/id/13260261/
CB202874,2017 TOYOTA HARRIER,Toyota,Harrier,2017,83400,2000.0,AT,Petrol,5,Location,,,,,/toyota/harrier/cb202874/id/13260262/
CB202875,"2010 DAIHATSU MIRA COCOA
                                 X",Daihatsu,Mira,2010,100342,660.0,AT,Petrol,ASK,Location,,,,,/daihatsu/mira-cocoa/cb202875/id/13260263/
CB202876,"2014 NISSAN CARAVAN VAN
                                 DX",Nissan,Caravan,2014,143645,2000.0,AT,Petrol,6,Location,,,,,/nissan/caravan-van/cb202876/id/13260264/
CB202878,"2024 SUZUKI ALTO
                                 L",Suzuki,Alto,2024,9249,660.0,AT,Petrol,4,Location,,,,,/suzuki/alto/cb202878/id/13260266/
CB202879,"2021 SUZUKI EVERY
                                 4WDPALTD",Suzuki,Every,2021,34683,660.0,AT,Petrol,ASK,Location,,,,,/suzuki/every/cb202879/id/13260267/
CB202880,"2022 TOYOTA HIACE VAN
                                 2.8GLII",Toyota,Hiace,2022,58909,2800.0,AT,Diesel,5,Location,,,,,/toyota/hiace-van/cb202880/id/13260268/
CB202881,"2014 SUBARU LEVORG
                                 4WD1.6GT",Subaru,Levorg,2014,64027,1600.0,AT,Petrol,ASK,Location,,,,,/subaru/levorg/cb202881/id/13260269/
CB202882,"2015 NISSAN NOTE
                                 XFOURV",Nissan,Note,2015,83438,1200.0,AT,Petrol,ASK,Location,,,,,/nissan/note/cb202882/id/13260270/
CB202883,"2022 MERCEDES-BENZ GLB- CLASS
                                 3544WDMP202301",Mercedes-Benz,Glb-,2022,24600,2000.0,CVT,Petrol,7,Location,,,,,/mercedes-benz/glb-class/cb202883/id/13260271/
